,yl18_bu_ac,yl18_moist_pct,field,crop18,yl18_rm_code,yl16_nn_bu_ac,yl16_nn_dist_m,crop16,pro18_nn_pct,pro18_nn_dist_m,pro16_nn_pct,pro16_nn_dist_m,n18_lbs_ac,n16_lbs_ac,elev_m,slope_deg,aspect_cos,aspect_sin,tpi30,ndvi15,ndvi16,ndvi17,ndre15,ndre16,ndre17,clre15,clre16,clre17,ndvi18,prec2017ant,prec2018jul,prec2018mar,gdd2018mar,gdd2018jul,ndre18,clre18,x,y,n18_date,crop17,N
118,66.1703,10.3,henrys,hrww,0,31.88,2.39,ww,10.97,13.03,9.12,10.64,70.88,32.2,861.27,0.0,0.57,0.82,0.5,0.02,0.6,0.13,0.02,0.39,0.05,0.08,1.74,0.22,0.35,,,,56.11,1848.89,0.26,1.09,47.88040089890263,-110.54912458470358,2018-04-06,hrww,20
119,54.3206,10.7,henrys,hrww,0,30.82,2.32,ww,11.52,8.74,14.62,14.11,70.88,32.2,861.23,0.0,0.98,0.19,0.52,0.02,0.61,0.14,0.02,0.39,0.05,0.08,1.74,0.22,0.35,,,,56.11,1848.89,0.26,1.09,47.880441821755404,-110.54912438472986,2018-04-06,hrww,20
120,61.4866,10.2,henrys,hrww,0,40.47,3.48,ww,10.77,15.17,10.13,3.92,37.72,78.62,861.12,0.0,0.83,0.56,0.54,0.03,0.58,0.13,0.01,0.38,0.05,0.07,1.71,0.22,0.34,,,,56.11,1848.89,0.23,0.99,47.88057758557931,-110.54883693484852,2018-04-06,hrww,20
121,56.3783,10.5,henrys,hrww,0,35.34,3.51,ww,10.77,16.9,10.13,5.43,37.72,78.62,861.12,0.0,0.83,0.56,0.54,0.03,0.58,0.13,0.01,0.38,0.05,0.07,1.71,0.22,0.34,,,,56.11,1848.89,0.23,0.99,47.880556395579255,-110.54883707484937,2018-04-06,hrww,20
122,59.7567,10.3,henrys,hrww,0,36.55,3.47,ww,10.77,13.67,10.13,3.49,39.54,78.62,861.12,0.0,0.83,0.56,0.54,0.03,0.58,0.13,0.01,0.38,0.05,0.07,1.71,0.22,0.34,,,,56.11,1848.89,0.23,0.99,47.88059815081471,-110.54883682477332,2018-04-06,hrww,20
0,70.3733,10.7,henrys,hrww,0,41.88,3.18,ww,10.3,3.97,10.98,7.57,0.0,20.6,859.97,0.0,0.99,-0.14,0.47,0.02,0.61,0.12,0.02,0.39,0.05,0.06,1.74,0.22,0.56,,,,56.11,1848.89,0.37,1.7,47.882008318432334,-110.54897289532087,2018-04-08,hrww,60
1,73.9802,11.0,henrys,hrww,0,41.31,3.35,ww,10.3,10.44,9.2,5.0,0.0,20.6,860.08,1.0,1.0,0.0,0.5,0.02,0.64,0.12,0.01,0.42,0.05,0.07,1.98,0.21,0.57,,,,56.11,1848.89,0.37,1.73,47.88195008557929,-110.54897286521629,2018-04-08,hrww,60
2,82.3033,10.9,henrys,hrww,0,39.66,3.33,ww,10.3,8.28,9.2,6.8,0.0,20.6,859.97,0.0,0.99,-0.14,0.47,0.02,0.61,0.12,0.02,0.39,0.05,0.06,1.74,0.22,0.56,,,,56.11,1848.89,0.37,1.7,47.88196957604987,-110.54897283534106,2018-04-08,hrww,60
3,79.3846,10.7,henrys,hrww,0,46.68,3.24,ww,10.3,6.13,10.98,7.55,0.0,20.6,859.97,0.0,0.99,-0.14,0.47,0.02,0.61,0.12,0.02,0.39,0.05,0.06,1.74,0.22,0.56,,,,56.11,1848.89,0.37,1.7,47.8819889036675,-110.54897286535731,2018-04-08,hrww,60
4,76.8522,10.7,henrys,hrww,0,40.61,3.21,ww,10.88,10.65,9.2,3.24,0.0,20.6,860.08,1.0,1.0,0.0,0.5,0.02,0.64,0.12,0.01,0.42,0.05,0.07,1.98,0.21,0.57,,,,56.11,1848.89,0.37,1.73,47.88191098748987,-110.54897339492025,2018-04-08,hrww,60
5,80.5792,10.9,henrys,hrww,0,44.45,3.17,ww,10.88,11.78,9.2,7.73,0.0,20.6,860.18,0.0,1.0,0.0,0.53,0.02,0.66,0.12,0.01,0.42,0.05,0.07,1.98,0.21,0.55,,,,56.11,1848.89,0.37,1.73,47.88185246319698,-110.54897352525276,2018-04-08,hrww,60
6,75.3887,10.7,henrys,hrww,0,53.43,3.18,ww,10.88,12.88,11.48,8.31,0.0,20.6,860.18,0.0,1.0,0.0,0.53,0.02,0.66,0.12,0.01,0.42,0.05,0.07,1.98,0.21,0.55,,,,56.11,1848.89,0.37,1.73,47.88183306796151,-110.5489735951652,2018-04-08,hrww,60
7,76.4414,10.9,henrys,hrww,0,42.48,3.17,ww,10.88,10.59,9.2,4.17,0.0,20.6,860.08,1.0,1.0,0.0,0.5,0.02,0.64,0.12,0.01,0.42,0.05,0.07,1.98,0.21,0.57,,,,56.11,1848.89,0.37,1.73,47.881891442725795,-110.54897359505588,2018-04-08,hrww,60
8,78.2134,11.0,henrys,hrww,0,45.9,3.21,ww,11.79,13.02,11.48,7.61,0.0,20.6,860.18,0.0,1.0,0.0,0.53,0.02,0.66,0.12,0.01,0.42,0.05,0.07,1.98,0.21,0.55,,,,56.11,1848.89,0.37,1.73,47.88181338748982,-110.54897375491643,2018-04-08,hrww,60
9,81.1112,10.7,henrys,hrww,0,39.54,3.28,ww,10.88,11.14,9.2,3.61,0.0,20.6,860.08,1.0,1.0,0.0,0.5,0.02,0.64,0.12,0.01,0.42,0.05,0.07,1.98,0.21,0.57,,,,56.11,1848.89,0.37,1.73,47.881930702725796,-110.54897312505743,2018-04-08,hrww,60
10,76.3429,11.1,henrys,hrww,0,43.52,3.16,ww,10.88,10.98,9.2,5.79,0.0,20.6,860.18,0.0,1.0,0.0,0.53,0.02,0.66,0.12,0.01,0.42,0.05,0.07,1.98,0.21,0.55,,,,56.11,1848.89,0.37,1.73,47.881872295579264,-110.54897361521323,2018-04-08,hrww,60
11,69.4352,10.9,henrys,hrww,0,48.1,3.23,ww,11.79,8.69,11.48,8.01,0.0,20.6,860.24,0.0,0.94,0.34,0.51,0.03,0.67,0.12,0.01,0.45,0.05,0.06,2.27,0.21,0.56,,,,56.11,1848.89,0.37,1.72,47.88177438748983,-110.54897437491492,2018-04-08,hrww,60
12,81.3436,11.1,henrys,hrww,0,41.98,3.25,ww,11.79,10.87,11.48,7.5,0.0,20.6,860.18,0.0,1.0,0.0,0.53,0.02,0.66,0.12,0.01,0.42,0.05,0.07,1.98,0.21,0.55,,,,56.11,1848.89,0.37,1.73,47.88179395987166,-110.54897404483819,2018-04-08,hrww,60
13,80.6878,11.1,henrys,hrww,0,49.72,3.16,ww,11.79,4.35,11.48,10.39,0.0,67.34,860.24,0.0,0.94,0.34,0.51,0.03,0.67,0.12,0.01,0.45,0.05,0.06,2.27,0.21,0.56,,,,56.11,1848.89,0.37,1.72,47.8817353055793,-110.54897485520786,2018-04-08,hrww,60
14,69.8454,11.0,henrys,hrww,0,49.35,3.24,ww,11.79,4.31,11.19,5.72,0.0,67.34,860.27,0.0,0.96,0.29,0.46,0.02,0.7,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.58,,,,56.11,1848.89,0.37,1.72,47.88165743557927,-110.54897526520479,2018-04-08,hrww,60
15,75.8078,11.2,henrys,hrww,0,49.15,3.17,ww,11.79,2.18,11.19,11.68,0.0,67.34,860.24,0.0,0.94,0.34,0.51,0.03,0.67,0.12,0.01,0.45,0.05,0.06,2.27,0.21,0.56,,,,56.11,1848.89,0.37,1.72,47.88171577081468,-110.54897488528148,2018-04-08,hrww,60
16,79.3498,10.8,henrys,hrww,0,49.12,3.19,ww,11.79,6.5,11.48,9.03,0.0,20.6,860.24,0.0,0.94,0.34,0.51,0.03,0.67,0.12,0.01,0.45,0.05,0.06,2.27,0.21,0.56,,,,56.11,1848.89,0.37,1.72,47.88175471034368,-110.54897472510942,2018-04-08,hrww,60
17,83.6929,10.7,henrys,hrww,0,48.65,3.2,ww,11.79,2.1,11.19,7.67,0.0,67.34,860.27,0.0,0.96,0.29,0.46,0.02,0.7,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.58,,,,56.11,1848.89,0.37,1.72,47.8816773603437,-110.54897496510638,2018-04-08,hrww,60
18,79.0995,11.0,henrys,hrww,0,53.45,3.18,ww,11.79,0.15,11.19,9.61,0.0,67.34,860.27,0.0,0.96,0.29,0.46,0.02,0.7,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.58,,,,56.11,1848.89,0.37,1.72,47.88169622796152,-110.54897494515981,2018-04-08,hrww,60
19,76.8609,11.1,henrys,hrww,0,43.78,2.32,ww,11.79,12.16,10.9,7.63,0.0,20.6,860.26,0.0,0.88,0.47,0.52,0.02,0.64,0.12,0.02,0.43,0.05,0.06,2.06,0.18,0.55,,,,56.11,1848.89,0.36,1.61,47.881751436520226,-110.54911329465362,2018-04-08,hrww,60
20,70.3023,11.1,henrys,hrww,0,33.16,2.36,ww,10.88,5.72,9.2,8.15,0.0,20.6,860.08,1.0,1.0,-0.02,0.49,0.02,0.61,0.12,0.01,0.4,0.05,0.06,1.81,0.21,0.52,,,,56.11,1848.89,0.35,1.56,47.881950869372965,-110.54911184469225,2018-04-08,hrww,60
21,66.4999,10.8,henrys,hrww,0,40.87,2.39,ww,11.79,11.21,10.9,9.77,0.0,67.34,860.26,0.0,0.88,0.47,0.52,0.02,0.64,0.12,0.02,0.43,0.05,0.06,2.06,0.18,0.55,,,,56.11,1848.89,0.36,1.61,47.88173148460829,-110.54911341476289,2018-04-08,hrww,60
22,63.0973,10.8,henrys,hrww,0,38.92,2.23,ww,10.88,3.09,10.9,6.49,0.0,20.6,860.18,1.0,1.0,-0.03,0.52,0.03,0.64,0.12,0.01,0.4,0.05,0.06,1.81,0.21,0.54,,,,56.11,1848.89,0.35,1.56,47.88187169222602,-110.54911327479768,2018-04-08,hrww,60
23,62.0788,11.3,henrys,hrww,0,34.91,2.28,ww,10.88,3.56,9.2,7.38,0.0,20.6,860.08,1.0,1.0,-0.02,0.49,0.02,0.61,0.12,0.01,0.4,0.05,0.06,1.81,0.21,0.52,,,,56.11,1848.89,0.35,1.56,47.881931389843714,-110.54911206484182,2018-04-08,hrww,60
24,75.2076,10.6,henrys,hrww,0,46.81,2.24,ww,10.88,11.98,10.9,3.59,0.0,20.6,860.18,1.0,1.0,-0.03,0.52,0.03,0.64,0.12,0.01,0.4,0.05,0.06,1.81,0.21,0.54,,,,56.11,1848.89,0.35,1.56,47.881791670814685,-110.54911385472643,2018-04-08,hrww,60
25,73.1411,11.0,henrys,hrww,0,39.31,2.33,ww,10.88,5.36,10.9,4.42,0.0,20.6,860.18,1.0,1.0,-0.03,0.52,0.03,0.64,0.12,0.01,0.4,0.05,0.06,1.81,0.21,0.54,,,,56.11,1848.89,0.35,1.56,47.88185124746154,-110.5491135448977,2018-04-08,hrww,60
26,69.6882,11.1,henrys,hrww,0,35.07,2.21,ww,10.88,0.94,9.2,7.74,0.0,20.6,860.08,1.0,1.0,-0.02,0.49,0.02,0.61,0.12,0.01,0.4,0.05,0.06,1.81,0.21,0.52,,,,56.11,1848.89,0.35,1.56,47.88189107460829,-110.54911283475661,2018-04-08,hrww,60
27,67.4743,11.0,henrys,hrww,0,44.81,2.3,ww,10.88,9.74,10.9,2.29,0.0,20.6,860.18,1.0,1.0,-0.03,0.52,0.03,0.64,0.12,0.01,0.4,0.05,0.06,1.81,0.21,0.54,,,,56.11,1848.89,0.35,1.56,47.88181176890267,-110.54911392464813,2018-04-08,hrww,60
28,61.8851,11.1,henrys,hrww,0,43.11,2.37,ww,10.88,7.57,10.9,2.74,0.0,20.6,860.18,1.0,1.0,-0.03,0.52,0.03,0.64,0.12,0.01,0.4,0.05,0.06,1.81,0.21,0.54,,,,56.11,1848.89,0.35,1.56,47.88183131699062,-110.54911377472487,2018-04-08,hrww,60
29,66.4204,11.0,henrys,hrww,0,35.27,2.3,ww,10.88,10.16,10.95,7.0,0.0,20.6,859.96,0.0,1.0,0.09,0.45,0.02,0.57,0.12,0.02,0.36,0.05,0.06,1.56,0.22,0.51,,,,56.11,1848.89,0.32,1.35,47.881990868902676,-110.5491117146411,2018-04-08,hrww,60
30,70.3786,11.2,henrys,hrww,0,40.42,2.26,ww,10.3,11.15,10.95,4.94,0.0,20.6,859.96,0.0,1.0,0.09,0.45,0.02,0.57,0.12,0.02,0.36,0.05,0.06,1.56,0.22,0.51,,,,56.11,1848.89,0.32,1.35,47.88201095128507,-110.5491117046434,2018-04-08,hrww,60
31,66.8615,10.6,henrys,hrww,0,40.72,2.46,ww,11.79,10.68,10.9,11.92,0.0,67.34,860.26,0.0,0.88,0.47,0.52,0.02,0.64,0.12,0.02,0.43,0.05,0.06,2.06,0.18,0.55,,,,56.11,1848.89,0.36,1.61,47.88171163699061,-110.54911387472956,2018-04-08,hrww,60
32,67.3637,11.0,henrys,hrww,0,46.66,2.29,ww,11.79,10.94,11.95,7.82,0.0,67.34,860.3,0.0,0.74,0.67,0.48,0.02,0.66,0.13,0.02,0.43,0.05,0.06,2.06,0.18,0.55,,,,56.11,1848.89,0.36,1.61,47.8816710736675,-110.54911437466606,2018-04-08,hrww,60
33,69.6455,10.8,henrys,hrww,0,41.5,2.34,ww,11.79,10.58,11.95,9.98,0.0,67.34,860.3,0.0,0.74,0.67,0.48,0.02,0.66,0.13,0.02,0.43,0.05,0.06,2.06,0.18,0.55,,,,56.11,1848.89,0.36,1.61,47.881691184137765,-110.54911418466527,2018-04-08,hrww,60
34,69.2864,11.2,henrys,hrww,0,35.21,2.21,ww,10.88,1.33,9.2,7.22,0.0,20.6,860.08,1.0,1.0,-0.02,0.49,0.02,0.61,0.12,0.01,0.4,0.05,0.06,1.81,0.21,0.52,,,,56.11,1848.89,0.35,1.56,47.88191134699064,-110.54911250472172,2018-04-08,hrww,60
35,69.8698,10.8,henrys,hrww,0,35.45,2.37,ww,10.88,8.0,10.95,9.08,0.0,20.6,859.96,0.0,1.0,0.09,0.45,0.02,0.57,0.12,0.02,0.36,0.05,0.06,1.56,0.22,0.51,,,,56.11,1848.89,0.32,1.35,47.88197136890262,-110.54911165464186,2018-04-08,hrww,60
36,67.1936,10.8,henrys,hrww,0,45.33,2.26,ww,11.79,13.44,10.9,5.53,0.0,20.6,860.26,0.0,0.88,0.47,0.52,0.02,0.64,0.12,0.02,0.43,0.05,0.06,2.06,0.18,0.55,,,,56.11,1848.89,0.36,1.61,47.88177160604993,-110.54911346467762,2018-04-08,hrww,60
37,79.4932,11.0,henrys,hrww,0,40.88,3.13,ww,10.3,1.79,10.98,8.2,17.94,20.6,859.97,0.0,0.99,-0.14,0.47,0.02,0.61,0.12,0.02,0.39,0.05,0.06,1.74,0.22,0.56,,,,56.11,1848.89,0.37,1.7,47.882028013667544,-110.54897291535886,2018-04-06,hrww,60
38,69.6255,10.8,henrys,hrww,0,53.15,3.47,ww,12.84,6.76,12.59,7.28,76.85,107.93,860.39,0.0,0.99,0.12,0.53,0.03,0.68,0.13,0.01,0.46,0.05,0.06,2.35,0.22,0.55,,,,56.11,1848.89,0.37,1.76,47.8815417860499,-110.54882995468665,2018-04-06,hrww,60
39,68.2682,11.0,henrys,hrww,0,51.63,3.49,ww,12.84,4.58,12.59,7.83,76.85,107.93,860.39,0.0,0.99,0.12,0.53,0.03,0.68,0.13,0.01,0.46,0.05,0.06,2.35,0.22,0.55,,,,56.11,1848.89,0.37,1.76,47.88152217128504,-110.54882993466262,2018-04-06,hrww,60
40,69.601,10.6,henrys,hrww,0,54.56,3.44,ww,12.84,9.16,12.59,7.42,76.85,107.93,860.39,0.0,0.99,0.12,0.53,0.03,0.68,0.13,0.01,0.46,0.05,0.06,2.35,0.22,0.55,,,,56.11,1848.89,0.37,1.76,47.88156333652019,-110.548829984661,2018-04-06,hrww,60
41,78.5229,11.0,henrys,hrww,0,51.24,3.41,ww,12.96,4.5,13.46,7.32,89.2,99.76,860.28,1.0,1.0,-0.09,0.49,0.02,0.69,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.57,,,,56.11,1848.89,0.37,1.72,47.881685096520165,-110.5488290746562,2018-04-06,hrww,60
42,79.6235,10.5,henrys,hrww,0,53.87,3.4,ww,12.96,0.15,12.65,7.98,89.2,99.76,860.2,0.0,0.73,0.68,0.48,0.02,0.69,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.56,,,,56.11,1848.89,0.37,1.72,47.88172555890259,-110.54882888465151,2018-04-06,hrww,60
43,68.6493,10.7,henrys,hrww,0,48.36,3.41,ww,12.96,2.25,12.65,9.15,89.2,99.76,860.2,0.0,0.73,0.68,0.48,0.02,0.69,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.56,,,,56.11,1848.89,0.37,1.72,47.88170533890266,-110.54882895465231,2018-04-06,hrww,60
44,74.8559,10.8,henrys,hrww,0,47.31,3.45,ww,12.96,6.73,13.46,5.45,89.2,99.76,860.28,1.0,1.0,-0.09,0.49,0.02,0.69,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.57,,,,56.11,1848.89,0.37,1.72,47.88166503890261,-110.5488291646539,2018-04-06,hrww,60
45,78.0107,10.8,henrys,hrww,0,43.05,3.5,ww,12.96,6.67,11.48,3.8,89.2,99.76,860.2,0.0,0.73,0.68,0.48,0.02,0.69,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.56,,,,56.11,1848.89,0.37,1.72,47.881785519372976,-110.54882789469877,2018-04-06,hrww,60
46,78.4009,10.8,henrys,hrww,0,51.52,3.42,ww,12.96,2.17,11.48,6.96,89.2,99.76,860.2,0.0,0.73,0.68,0.48,0.02,0.69,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.56,,,,56.11,1848.89,0.37,1.72,47.881745051755324,-110.54882855467865,2018-04-06,hrww,60
47,70.6462,10.8,henrys,hrww,0,53.71,3.47,ww,12.96,4.47,11.48,5.1,89.2,99.76,860.2,0.0,0.73,0.68,0.48,0.02,0.69,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.56,,,,56.11,1848.89,0.37,1.72,47.88176573699061,-110.54882812472744,2018-04-06,hrww,60
48,75.1714,10.9,henrys,hrww,0,48.83,3.48,ww,11.56,10.48,13.46,4.23,89.2,107.93,860.39,0.0,0.99,0.12,0.53,0.03,0.68,0.13,0.01,0.46,0.05,0.06,2.35,0.22,0.55,,,,56.11,1848.89,0.37,1.76,47.881604256990556,-110.54882954473379,2018-04-06,hrww,60
49,71.0128,10.8,henrys,hrww,0,53.03,3.45,ww,11.56,10.75,13.46,5.87,89.2,107.93,860.39,0.0,0.99,0.12,0.53,0.03,0.68,0.13,0.01,0.46,0.05,0.06,2.35,0.22,0.55,,,,56.11,1848.89,0.37,1.76,47.881583739373,-110.54882981470669,2018-04-06,hrww,60
50,70.7841,10.6,henrys,hrww,0,52.57,3.5,ww,11.56,10.68,13.46,3.43,89.2,107.93,860.28,1.0,1.0,-0.09,0.49,0.02,0.69,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.57,,,,56.11,1848.89,0.37,1.72,47.88162399175533,-110.54882932468342,2018-04-06,hrww,60
51,69.5255,10.6,henrys,hrww,0,48.66,3.55,ww,12.96,9.03,13.46,3.93,89.2,107.93,860.28,1.0,1.0,-0.09,0.49,0.02,0.69,0.13,0.01,0.45,0.05,0.06,2.27,0.21,0.57,,,,56.11,1848.89,0.37,1.72,47.88164428652023,-110.54882919465781,2018-04-06,hrww,60
52,75.9302,10.4,henrys,hrww,0,39.28,3.62,ww,12.05,0.44,10.98,3.68,89.2,76.88,859.97,1.0,1.0,0.0,0.49,0.02,0.63,0.11,0.02,0.39,0.05,0.06,1.74,0.22,0.58,,,,56.11,1848.89,0.37,1.7,47.88198750652017,-110.54882605464432,2018-04-06,hrww,60
53,79.4014,10.3,henrys,hrww,0,46.18,3.57,ww,12.05,2.64,10.98,4.85,89.2,76.88,859.97,1.0,1.0,0.0,0.49,0.02,0.63,0.11,0.02,0.39,0.05,0.06,1.74,0.22,0.58,,,,56.11,1848.89,0.37,1.7,47.881967571755375,-110.54882635466991,2018-04-06,hrww,60
54,77.4594,10.6,henrys,hrww,0,47.59,3.54,ww,12.96,11.19,11.48,4.57,89.2,90.6,860.17,0.0,0.79,0.62,0.53,0.02,0.67,0.13,0.01,0.42,0.05,0.07,1.98,0.21,0.56,,,,56.11,1848.89,0.37,1.73,47.881826191285086,-110.54882732465066,2018-04-06,hrww,60
55,76.8423,10.4,henrys,hrww,0,48.42,3.41,ww,12.16,10.7,11.48,10.31,89.2,90.6,860.08,1.0,1.0,0.05,0.52,0.02,0.65,0.13,0.01,0.42,0.05,0.07,1.98,0.21,0.58,,,,56.11,1848.89,0.37,1.73,47.881886848432316,-110.5488271746948,2018-04-06,hrww,60
56,76.1378,10.8,henrys,hrww,0,43.63,3.44,ww,12.05,7.11,10.98,8.57,89.2,90.6,860.08,1.0,1.0,0.05,0.52,0.02,0.65,0.13,0.01,0.42,0.05,0.07,1.98,0.21,0.58,,,,56.11,1848.89,0.37,1.73,47.88192733652024,-110.5488269546467,2018-04-06,hrww,60
57,78.4642,10.8,henrys,hrww,0,43.11,3.49,ww,12.05,4.92,10.98,6.64,89.2,90.6,860.08,1.0,1.0,0.05,0.52,0.02,0.65,0.13,0.01,0.42,0.05,0.07,1.98,0.21,0.58,,,,56.11,1848.89,0.37,1.73,47.881946991755385,-110.54882665467073,2018-04-06,hrww,60
58,82.025,10.8,henrys,hrww,0,45.39,3.43,ww,12.16,11.3,11.48,8.23,89.2,90.6,860.17,0.0,0.79,0.62,0.53,0.02,0.67,0.13,0.01,0.42,0.05,0.07,1.98,0.21,0.56,,,,56.11,1848.89,0.37,1.73,47.88186663843228,-110.54882725469558,2018-04-06,hrww,60
59,77.4498,10.8,henrys,hrww,0,47.87,3.51,ww,12.16,12.31,11.48,6.2,89.2,90.6,860.17,0.0,0.79,0.62,0.53,0.02,0.67,0.13,0.01,0.42,0.05,0.07,1.98,0.21,0.56,,,,56.11,1848.89,0.37,1.73,47.88184561604995,-110.54882711467471,2018-04-06,hrww,60
60,82.2171,10.5,henrys,hrww,0,49.74,3.41,ww,12.05,9.36,10.98,10.67,89.2,90.6,860.08,1.0,1.0,0.05,0.52,0.02,0.65,0.13,0.01,0.42,0.05,0.07,1.98,0.21,0.58,,,,56.11,1848.89,0.37,1.73,47.88190705366747,-110.54882709465679,2018-04-06,hrww,60
61,76.5088,10.4,henrys,hrww,0,47.62,3.61,ww,12.96,8.95,11.48,3.55,89.2,99.76,860.17,0.0,0.79,0.62,0.53,0.02,0.67,0.13,0.01,0.42,0.05,0.07,1.98,0.21,0.56,,,,56.11,1848.89,0.37,1.73,47.881806014137794,-110.54882751466077,2018-04-06,hrww,60
62,72.8885,10.7,henrys,hrww,0,38.58,3.54,ww,12.05,4.1,10.98,4.87,101.79,76.88,859.97,1.0,1.0,0.0,0.49,0.02,0.63,0.11,0.02,0.39,0.05,0.06,1.74,0.22,0.58,,,,56.11,1848.89,0.37,1.7,47.88202813890259,-110.54882547463964,2018-04-06,hrww,60
63,70.4717,11.1,henrys,hrww,0,36.16,2.26,ww,10.3,10.61,10.95,3.1,17.94,20.6,859.96,0.0,1.0,0.09,0.45,0.02,0.57,0.12,0.02,0.36,0.05,0.06,1.56,0.22,0.51,,,,56.11,1848.89,0.32,1.35,47.882031381755304,-110.5491115746674,2018-04-06,hrww,60
64,63.9603,11.0,henrys,hrww,0,43.08,2.25,ww,11.71,4.44,11.95,6.32,18.4,67.34,860.38,1.0,1.0,-0.07,0.49,0.02,0.67,0.13,0.02,0.44,0.05,0.05,2.24,0.2,0.55,,,,56.11,1848.89,0.32,1.56,47.88155052699063,-110.5491149147359,2018-04-06,hrww,60
65,57.0728,11.1,henrys,hrww,0,48.84,2.46,ww,11.71,8.98,11.95,2.66,18.4,67.34,860.38,1.0,1.0,-0.07,0.49,0.02,0.67,0.13,0.02,0.44,0.05,0.05,2.24,0.2,0.55,,,,56.11,1848.89,0.32,1.56,47.8815913636675,-110.5491141946692,2018-04-06,hrww,60
66,71.0314,11.1,henrys,hrww,0,41.38,2.32,ww,11.71,6.72,11.95,4.28,18.4,67.34,860.38,1.0,1.0,-0.07,0.49,0.02,0.67,0.13,0.02,0.44,0.05,0.05,2.24,0.2,0.55,,,,56.11,1848.89,0.32,1.56,47.88157105175534,-110.54911455468549,2018-04-06,hrww,60
67,66.4957,10.6,henrys,hrww,0,41.62,2.4,ww,11.71,11.21,11.95,2.45,18.4,67.34,860.3,0.0,0.74,0.67,0.48,0.02,0.66,0.13,0.02,0.43,0.05,0.06,2.06,0.18,0.55,,,,56.11,1848.89,0.36,1.61,47.881611506049914,-110.5491140746839,2018-04-06,hrww,60
68,62.6619,10.7,henrys,hrww,0,44.68,2.22,ww,11.71,2.23,11.95,8.41,18.4,86.52,860.38,1.0,1.0,-0.07,0.49,0.02,0.67,0.13,0.02,0.44,0.05,0.05,2.24,0.2,0.55,,,,56.11,1848.89,0.32,1.56,47.88153068222599,-110.54911548481108,2018-04-06,hrww,60
69,65.3384,10.7,henrys,hrww,0,49.77,2.34,ww,11.79,12.81,11.95,3.8,18.4,67.34,860.3,0.0,0.74,0.67,0.48,0.02,0.66,0.13,0.02,0.43,0.05,0.06,2.06,0.18,0.55,,,,56.11,1848.89,0.36,1.61,47.881631050814676,-110.54911419473274,2018-04-06,hrww,60
70,61.6191,11.0,henrys,hrww,0,46.29,2.29,ww,11.79,11.68,11.95,5.79,18.4,67.34,860.3,0.0,0.74,0.67,0.48,0.02,0.66,0.13,0.02,0.43,0.05,0.06,2.06,0.18,0.55,,,,56.11,1848.89,0.36,1.61,47.88165168319705,-110.54911447476603,2018-04-06,hrww,60
71,67.8743,11.1,henrys,hrww,0,50.32,3.08,ww,11.71,11.95,11.19,6.71,18.4,67.34,860.39,1.0,1.0,-0.05,0.51,0.02,0.69,0.13,0.01,0.46,0.05,0.06,2.35,0.22,0.57,,,,56.11,1848.89,0.37,1.76,47.8815611827258,-110.54897692504291,2018-04-06,hrww,60
72,74.4772,10.7,henrys,hrww,0,49.31,3.02,ww,11.71,11.07,11.19,8.67,18.4,67.34,860.39,1.0,1.0,-0.05,0.51,0.02,0.69,0.13,0.01,0.46,0.05,0.06,2.35,0.22,0.57,,,,56.11,1848.89,0.37,1.76,47.8815417803437,-110.54897734510105,2018-04-06,hrww,60
73,77.4923,10.9,henrys,hrww,0,51.64,3.16,ww,11.79,12.89,11.19,4.95,18.4,67.34,860.39,1.0,1.0,-0.05,0.51,0.02,0.69,0.13,0.01,0.46,0.05,0.06,2.35,0.22,0.57,,,,56.11,1848.89,0.37,1.76,47.881580282253445,-110.54897643474611,2018-04-06,hrww,60
74,75.9801,10.6,henrys,hrww,0,45.85,2.99,ww,11.71,10.57,11.19,10.68,18.4,86.52,860.39,1.0,1.0,-0.05,0.51,0.02,0.69,0.13,0.01,0.46,0.05,0.06,2.35,0.22,0.57,,,,56.11,1848.89,0.37,1.76,47.88152265319699,-110.5489776652398,2018-04-06,hrww,60
75,61.997,11.1,henrys,hrww,0,45.48,2.33,ww,11.71,2.24,14.76,12.08,17.43,86.52,860.5,1.0,1.0,0.07,0.53,0.02,0.67,0.13,0.02,0.44,0.05,0.05,2.24,0.2,0.55,,,,56.11,1848.89,0.32,1.56,47.88149053890262,-110.54911611466075,2018-04-06,hrww,60
76,65.4254,10.8,henrys,hrww,0,46.74,2.33,ww,11.71,6.7,14.76,8.89,17.43,86.52,860.5,1.0,1.0,0.07,0.53,0.02,0.67,0.13,0.02,0.44,0.05,0.05,2.24,0.2,0.55,,,,56.11,1848.89,0.32,1.56,47.88145038081464,-110.54911606473985,2018-04-06,hrww,60
